eval/mean_reward,rollout/ep_len_mean,_step,curriculum/ent_coef,curriculum/pct_within_6m,rollout/ep_rew_mean,train/explained_variance,train/policy_gradient_loss,train/std,curriculum/phase,train/clip_range,_timestamp,global_step,curriculum/success_rate,_runtime,train/entropy_loss,train/approx_kl,time/fps,train/learning_rate,curriculum/wall_hit_rate,train/value_loss,curriculum/pct_within_2m,eval/mean_ep_length,curriculum/median_landing_dist,curriculum/pct_within_1m,curriculum/mean_landing_dist,train/clip_fraction,train/loss
,,26846,,,,0.42695618,,,,,1776374916.9230988,31687320.0,,6860.330019834,,,,,,,,,,,,,
,,26913,,,,,,,,,1776374937.823759,31768576.0,,6880.33771325,,,4620.0,,,,,,,,,,
,,26932,,,,,,,4.0,,1776374945.925165,31797248.0,,6890.34316525,,,,,,,,,,,,,
,,26966,,,,,,,,0.2,1776374956.810519,31837260.0,,6900.349794959,,,,,,,,,,,,,
,1.0,27007,,,,,,,,,1776374968.8262231,31883264.0,,6910.353883292,,,,,,,,,,,,,
,,27024,,,,,,,,,1776374976.323342,31911936.0,,6920.359006167,,,,,,,,,3.7656953,,,,
,,27078,,,,,,,4.0,,1776374990.882926,31969280.0,,6935.365216542,,,,,,,,,,,,,
,,27114,,,,0.43318164,,,,,1776375001.3334122,32012190.0,,6945.369096584,,,,,,,,,,,,,
,,27127,,,,,,,,,1776375004.744823,32026624.0,0.05,6945.369189709,,,,,,,,,,,,,
,,27155,,,,,,,,,1776375011.645688,32055296.0,,6955.373830417,,,4613.0,,,,,,,,,,
,,27320,,,,,,,4.0,,1776375061.4241002,32256000.0,,7005.39528175,,,,,,,,,,,,,
,,27340,,,,,,,,,1776375068.454536,32284672.0,,7010.399221417,,,,,,,,,4.5049033,,,,
,,27350,,,,,,,,,1776375069.0529091,32287080.0,,7010.399778542,,,,,,,,1.0,,,,,
,1.0,27373,,,,,,,,,1776375075.351616,32313344.0,,7015.401535167,,,,,,,,,,,,,
,,27378,,,,,,,,,1776375081.115065,32337060.0,,7025.404689417,,0.32179162,,,,,,,,,,,
,,27391,,,,,,,,,1776375082.287443,32342016.0,,7025.404767917,,,,,,,,,,8.0,,,
,,27392,,,,,,,,,1776375082.287447,32342016.0,,7025.404773625,,,,,,,24.0,,,,,,
,,27436,0.025,,,,,,,,1776375096.201579,32399360.0,,7040.412914542,,,,,,,,,,,,,
,,27481,,,,,0.15319775,,,,1776375105.355789,32437020.0,,7045.417144459,,,,,,,,,,,,,
,,27482,,,,,,0.011008701,,,1776375105.355793,32437020.0,,7045.41715375,,,,,,,,,,,,,
,,27524,,,,,,,,0.2,1776375117.447635,32487000.0,,7060.423370292,,,,,,,,,,,,,
,,27555,,,,,0.0778813,,,,1776375129.8418849,32536980.0,,7070.428756542,,,,,,,,,,,,,
,,27566,,,,,,,,,1776375131.235758,32542720.0,,7075.431514667,,,,,19.5,,,,,,,,
,,27582,0.025,,,,,,,,1776375138.217574,32571392.0,,7080.434149834,,,,,,,,,,,,,
,,27646,,,,,,,,0.2,1776375154.100569,32636940.0,,7095.441361125,,,,,,,,,,,,,
,,27659,,59.0,,,,,,,1776375159.0421891,32657408.0,,7100.442492959,,,,,,,,,,,,,
,,27675,,,,,0.05618675,,,,1776375160.203609,32661930.0,,7100.442600667,,,,,,,,,,,,,
,,27714,,,-5.380144,,,,,,1776375172.820124,32714752.0,,7115.447546209,,,,,,,,,,,,,
,,27719,,,,,,,,,1776375178.0544949,32736900.0,,7120.449863167,,,,,,,,,,,,0.36523438,
,,27734,,,,,,,4.0,,1776375179.606414,32743424.0,,7120.449949792,,,,,,,,,,,,,
,,27744,,,,,,,,0.2,1776375184.021261,32761890.0,,7125.452373584,,,,,,,,,,,,,
,,27763,,,,,,,,,1776375186.400994,32772096.0,,7130.454862459,,,4600.0,,,,,,,,,,
,,27784,,,,,,,,,1776375193.244629,32800768.0,,7135.457497542,,,,,18.0,,,,,,,,
,,27794,,,,0.4910131,,,,,1776375195.851988,32811870.0,,7140.460247584,,,,,,,,,,,,,
,,27795,,,,,,,,,1776375195.8519921,32811870.0,,7140.460258209,,,,0.0003,,,,,,,,,
,1.0,27809,,,,,,,,,1776375200.137106,32829440.0,,7140.460357084,,,,,,,,,,,,,
-3.044599,,27813,,,,,,,,,1776375201.932348,32836860.0,,7145.463009792,,,,,,,,,,,,,
,,27816,,,,,,,,0.2,1776375201.9323661,32836860.0,,7145.463027667,,,,,,,,,,,,,
,,27828,,,,,,,,,1776375206.851996,32858112.0,,7150.46544325,,,,,,,21.5,,,,,,
,1.0,27857,,,,,,,,,1776375213.798669,32886784.0,,7155.468026042,,,,,,,,,,,,,
,,27879,,64.5,,,,,,,1776375221.0563881,32915456.0,,7165.472361542,,,,,,,,,,,,,
,,27898,0.025,,,,,,,,1776375228.113159,32944128.0,,7170.475107167,,,,,,,,,,,,,
,,27900,,,,,,,,,1776375228.11318,32944128.0,,7170.475149875,,,,,,,,,4.5852656,,,,
,,27913,,,,,,,,,1776375232.579724,32961810.0,,7175.478298542,,,,,,,,,,,,0.33398438,
,,28014,,,,,,,,,1776375256.87584,33061770.0,,7200.490536,,,,,,,,,,,,,0.7749522
,,28036,,,,,,,,0.2,1776375268.7936928,33111750.0,,7210.494009375,,,,,,,,,,,,,
,,28048,,,,,,,,,1776375269.832732,33116160.0,,7210.494125167,,,,,,,34.5,,,,,,
,,28050,,,,,,,4.0,,1776375269.832739,33116160.0,,7210.49413925,,,,,,,,,,,,,
-4.9132533,,28081,,,,,,,,,1776375280.799558,33161730.0,,7220.497881,,,,,,,,,,,,,
,,28086,,,,0.4809003,,,,,1776375280.7995808,33161730.0,,7220.497931459,,,,,,,,,,,,,
,,28110,,,,0.46985537,,,,,1776375286.781335,33186720.0,,7230.501275417,,,,,,,,,,,,,
,,28113,,,,,0.05891976,,,,1776375286.781346,33186720.0,,7230.501301834,,,,,,,,,,,,,
,,28117,,,,,,,,,1776375290.441178,33202176.0,,7230.501676834,,,,,,,,,,,4.630604,,
,,28191,,,,,,,,,1776375311.122238,33288192.0,,7255.50916025,,,,,,,,,,,5.0716996,,
,1.0,28223,,,,,,,,,1776375317.9489121,33316864.0,,7260.511925292,,,,,,,,,,,,,
,,28252,,,,,,,,,1776375328.457948,33361650.0,,7270.514998709,,0.13639586,,,,,,,,,,,
,,28381,,,,,0.0877333,,,,1776375364.047044,33511590.0,,7305.530303875,,,,,,,,,,,,,
,,28399,,,,,,,,,1776375369.977723,33536580.0,,7310.533690709,,,,,,,,,,,,0.34375,
,,28432,0.025,,,,,,,,1776375378.811596,33574912.0,,7320.537378917,,,,,,,,,,,,,
,,28440,,,,,,,,,1776375378.81165,33574912.0,,7320.537456667,,,,,19.0,,,,,,,,
,,28455,,,,,,,,,1776375381.542165,33586560.0,,7325.539743792,,,,,,0.7286656,,,,,,,
,,28481,,,,,,,,,1776375392.3181381,33632256.0,,7335.544635334,,,,,,,,,,,4.6607366,,
,,28533,,,,,,,,,1776375405.956564,33689600.0,,7350.551110584,,,,,,,,,,11.0,,,
,,28536,,,,,,,4.0,,1776375405.956577,33689600.0,,7350.551139209,,,,,,,,,,,,,
,1.0,28539,,,,,,,,,1776375405.956589,33689600.0,,7350.55115825,,,,,,,,,,,,,
,,28594,,,,,,,,0.2,1776375423.1138701,33761490.0,,7365.559457042,,,,,,,,,,,,,
,,28605,,,,,,,,,1776375426.470037,33775616.0,,7370.560056459,,,,,,,,,,17.5,,,
,,28623,,,,,0.08543117,,,,1776375429.142792,33786480.0,,7370.560209542,,,,,,,,,,,,,
,,28627,,,,,,,,,1776375433.274946,33804288.0,,7375.56260975,,,,,,,,,,,4.828226,,
,,28682,,,,,,,4.0,,1776375446.9657989,33861632.0,,7390.568445792,,,,,,,,,,,,,
,,28710,,,-3.9218812,,,,,,1776375453.633954,33890304.0,,7395.570977459,,,,,,,,,,,,,
,,28760,,,,,,,,,1776375470.4585989,33961410.0,,7410.579522334,,,,,,,,1.0,,,,,
,,28792,,,,,,,,,1776375476.31343,33986400.0,,7420.583665459,,,,,,,,,,,,,0.9141766
,1.0,28805,,,,,,,,,1776375480.6851358,34004992.0,,7420.583933542,,,,,,,,,,,,,
,,28807,,,,,,,,,1776375480.685351,34004992.0,,7420.583980125,,,4584.0,,,,,,,,,,
,,28885,,,,,,,,,1776375507.590969,34111350.0,,7450.592592542,,,,,,,,,,,,0.36523438,
,,28938,,,,,,,,,1776375520.4275122,34161330.0,,7460.594509834,,,,,,,,,,,,,0.83709365
,,28968,,,,,,,,,1776375531.075161,34205696.0,,7475.599872209,,,,,,,,,4.589028,,,,
,,28974,,,,,,,,,1776375531.0751848,34205696.0,,7475.599906459,,,,,18.0,,,,,,,,
,,29058,,,,0.3768732,,,,,1776375558.932555,34311270.0,,7500.610251834,,,,,,,,,,,,,
,1.0,29121,,,,,,,,,1776375576.098955,34377728.0,,7520.618910209,,,,,,,,,,,,,
-4.712378,,29125,,,,,,,,,1776375578.358956,34386240.0,,7520.619113167,,,,,,,,,,,,,
,,29130,,,,0.39028674,,,,,1776375578.358978,34386240.0,,7520.619171625,,,,,,,,,,,,,
,,29159,,,,,,,,,1776375584.985168,34411230.0,,7525.619813334,,,,,,0.6169648,,,,,,,
,,29161,,,,,,,,,1776375591.139219,34435072.0,,7535.621814917,,,,,,,,,,,5.0732937,,
,,29162,,,,,,,,,1776375591.139225,34435072.0,,7535.62182225,,,,,,,,,4.9749517,,,,
,,29193,,,,,,,,,1776375598.523047,34463744.0,0.075,7540.623422792,,,,,,,,,,,,,
-4.712598,,29199,,,,,,,,,1776375604.2827709,34486200.0,,7545.624546209,,,,,,,,,,,,,
,,29205,,,,,,,,,1776375604.2828019,34486200.0,,7545.624591542,,,,0.0003,,,,,,,,,
,,29248,,,,,,,,,1776375617.3363562,34536180.0,,7560.62878275,,0.09671765,,,,,,,,,,,
,,29264,,,,,,,4.0,,1776375620.570806,34549760.0,,7560.628922,,,,,,,,,,,,,
,,29284,,,,,,,,,1776375627.5119429,34578432.0,,7570.631788417,,,,,,,,,3.9946978,,,,
,,29305,,,,,,,,,1776375629.4540648,34586160.0,,7570.631958459,,,,,,0.5563711,,,,,,,
,,29327,,,,,0.06599252,,,,1776375635.494848,34611150.0,,7575.632785875,,,,,,,,,,,,,
,,29394,,,,,,,,,1776375660.1187341,34711110.0,,7600.6412165,,0.09708086,,,,,,,,,,,
-3.7485497,,29489,,,,,,,,,1776375684.68666,34811070.0,,7625.649159084,,,,,,,,,,,,,
,,29496,,,,,,,,,1776375684.68669,34811070.0,,7625.649205292,,,,,,,,,,,,,0.71873254
,,29525,,,,,,,,,1776375696.801064,34861050.0,,7640.652877292,,,,,,0.58042026,,,,,,,
,,29529,,,,,,,,,1776375697.855406,34865152.0,,7640.652899792,,,,,,,,,,9.5,,,
,,29534,,,,,,,,,1776375697.855427,34865152.0,,7640.652928084,,,,,22.0,,,,,,,,
,,29570,,,,,,,,,1776375708.995256,34911030.0,,7650.654955375,,,,,,,,,,,,,0.763394
,,29577,,,,,,,,,1776375711.741645,34922496.0,,7655.656556375,,,,,,,,,,8.5,,,
,,29579,,63.5,,,,,,,1776375711.741654,34922496.0,,7655.6565815,,,,,,,,,,,,,
,,29620,,,,,,0.01103683,,,1776375720.980363,34961010.0,,7660.658781459,,,,,,,,,,,,,
,,29650,,,,,,,,,1776375733.0965471,35008512.0,,7675.663184667,,,,,,,22.0,,,,,,
,,29654,,,,,,,,,1776375733.0965729,35008512.0,,7675.663204834,,,,,18.5,,,,,,,,
,,29658,,,,,,,,,1776375733.762122,35010990.0,,7675.663226334,,,,,,,,1.0,,,,,
,,29667,,,,,0.083549656,,,,1776375733.762172,35010990.0,,7675.663273625,,,,,,,,,,,,,
,,29669,,,,,,,,,1776375733.762256,35010990.0,,7675.663283375,,,,,,0.5687199,,,,,,,
,,29673,,,,,,,,,1776375740.382889,35037184.0,,7680.664771375,,,,,,,,,,,5.085718,,
,,29693,,,,,0.071575806,,,,1776375746.3661911,35060970.0,,7690.666570417,,,,,,,,,,,,,
,,29698,,,,,,,,,1776375747.653693,35065856.0,,7690.666632625,,,,,,,,,4.326433,,,,
,,29760,,,,,,,,0.2,1776375765.6940732,35135940.0,,7705.671824709,,,,,,,,,,,,,
,,29761,,,,,,,,,1776375765.694077,35135940.0,,7705.671832084,12.759896,,,,,,,,,,,,
,,29762,,,,0.4456234,,,,,1776375765.694081,35135940.0,,7705.671837375,,,,,,,,,,,,,
,,29768,0.025,,,,,,,,1776375769.500015,35151872.0,,7710.673334792,,,,,,,,,,,,,
,,29803,,,,,,,,,1776375776.3119628,35180544.0,,7720.677722042,,,4560.0,,,,,,,,,,
,,29836,,,,,,,,,1776375783.578656,35210910.0,,7725.680019792,,,,,,,,,,,,,0.74195635
,,29839,,,,,,,,,1776375783.578728,35210910.0,,7725.680055334,,,,,,0.58092415,,,,,,,
,,29864,,,,,,0.011039072,,,1776375795.6263309,35260890.0,,7735.6822285,,,,,,,,,,,,,
,,29873,,,,,,,,,1776375796.979371,35266560.0,0.11,7740.683581375,,,,,,,,,,,,,
,,29876,,,-3.876929,,,,,,1776375796.979383,35266560.0,,7740.683603417,,,,,,,,,,,,,
,,29887,,,,,0.06723507,,,,1776375801.736531,35285880.0,,7745.685677,,,,,,,,,,,,,
,,29920,,,,,,,4.0,,1776375810.777704,35323904.0,,7750.687856792,,,,,,,,,,,,,
,,29922,,,,,,,,,1776375810.777712,35323904.0,,7750.687867667,,,,,20.0,,,,,,,,
,,29926,,,,,,,,,1776375813.669179,35335860.0,,7755.689554167,,,,,,,,1.0,,,,,
,,29940,,,,,,,,,1776375817.7247748,35352576.0,,7760.690978375,,,,,,,,,4.176822,,,,
,1.0,29947,,,,,,,,,1776375817.7248058,35352576.0,,7760.691016,,,,,,,,,,,,,
,,29963,,,,,,,,,1776375824.595007,35381248.0,,7765.692250625,,,,,,,,,,,4.445107,,
,,30005,,,,,,,,,1776375831.7406132,35410830.0,,7775.694954792,,,,0.0003,,,,,,,,,
,,30010,,,,,,,,,1776375837.7974138,35435820.0,,7780.696183625,,,,,,,,1.0,,,,,
,,30020,,,,,,,,,1776375838.4806411,35438592.0,,7780.69625575,,,,,23.5,,,,,,,,
,,30042,,,,,,,4.0,,1776375845.410767,35467264.0,,7785.6976165,,,,,,,,,,,,,
,,30046,,,-3.6456647,,,,,,1776375845.410783,35467264.0,,7785.697643167,,,,,,,,,,,,,
,,30118,,,-3.9008703,,,,,,1776375866.657446,35553280.0,,7810.706623209,,,,,,,,,,,,,
,,30131,,,,,,,,,1776375868.490881,35560770.0,,7810.706854959,,,,,,0.6696967,,,,,,,
,,30136,,,,,,,,,1776375873.5564978,35581952.0,,7815.707740584,,,,,,,35.0,,,,,,
,,30207,,,,,,,,,1776375895.046299,35667968.0,,7835.713177584,,,,,,,,,,,4.7003365,,
,,30211,,63.0,,,,,,,1776375895.046317,35667968.0,,7835.713199709,,,,,,,,,,,,,
,,30223,,,,,,,,,1776375899.6121862,35685720.0,,7840.714746334,12.757685,,,,,,,,,,,,
,,30304,,,,,,,,,1776375922.773132,35782656.0,,7865.72212975,,,,,,,,,4.3790956,,,,
,,30353,,,,,,,,,1776375936.3551779,35840000.0,,7880.726257584,,,,,,,,,,,4.4122396,,
,,30388,,,,,,,,,1776375947.188778,35885640.0,,7890.731396042,,,,,,,,1.0,,,,,
,,30448,0.025,,,,,,,,1776375963.525266,35954688.0,,7905.738846292,,,,,,,,,,,,,
,,30458,,,-3.3022428,,,,,,1776375963.525325,35954688.0,,7905.738961709,,,,,,,,,,,,,
,,30487,,,,,,,,,1776375970.8148532,35985600.0,,7910.740694459,,,,,,,,,,,,0.471875,
,,30491,,,,,,,,,1776375970.814873,35985600.0,,7910.740737917,,,,0.0003,,,,,,,,,
,,30493,,,,,0.06683348,,,,1776375970.814881,35985600.0,,7910.740756375,,,,,,,,,,,,,
,,30499,,,,,,,,,1776375977.047595,36012032.0,,7920.744482959,,,,,,,,,,,4.87432,,
,,30594,0.025,,,,,,,,1776376003.9719381,36126720.0,,7945.755167667,,,,,,,,,,,,,
,,30643,,,,,,,,,1776376017.426305,36184064.0,,7960.761204792,,,,,,,,,,,4.421662,,
,,30662,,,,,,,,,1776376017.8206148,36185520.0,,7960.762059917,,,,,,,,,,,,,0.79344475
,,30665,,,,,,,,,1776376017.820724,36185520.0,,7960.762074917,,,,,,0.6485597,,,,,,,
,,30683,,,,,,,,,1776376029.6988559,36235500.0,,7970.765567459,,,,,,,,,,,,0.4049479,
,,30698,,,,,,,4.0,,1776376031.0583758,36241408.0,,7970.765664834,,,,,,,,,,,,,
,,30699,,,,,,,,,1776376031.0583801,36241408.0,0.16,7970.765669167,,,,,,,,,,,,,
,,30704,,,,,,,,,1776376035.535954,36260490.0,,7975.767474167,,,,,,,,1.0,,,,,
,,30762,,,,,,0.011057824,,,1776376047.297241,36310470.0,,7990.773399917,,,,,,,,,,,,,
,,30802,,,,,,,,,1776376059.368963,36360450.0,,8000.77830575,,0.08718147,,,,,,,,,,,
,,30815,,,,,,,,,1776376065.04569,36384768.0,,8005.779638292,,,,,,,,,,19.0,,,
,,30831,,,,,,,,,1776376065.245256,36385440.0,,8005.7797355,,,,0.0003,,,,,,,,,
,,30843,,63.5,,,,,,,1776376071.778354,36413440.0,,8015.782852625,,,,,,,,,,,,,
,,30846,,,,,,,,,1776376071.778365,36413440.0,,8015.782868667,,,,,21.0,,,,,,,,
,,30857,,,,,,,,,1776376076.983314,36435420.0,,8020.785045375,,,,0.0003,,,,,,,,,
,,30872,,,-3.161138,,,,,,1776376078.557237,36442112.0,,8020.785134334,,,,,,,,,,,,,
,,30879,,,,,,,,,1776376082.911584,36460410.0,,8025.786699959,12.745665,,,,,,,,,,,,
,,30889,,,,,,,,,1776376085.3466399,36470784.0,,8025.786856042,,,,,,,,,,17.0,,,
,,30900,,,,,,,,,1776376088.868875,36485400.0,,8030.787930917,,0.0876412,,,,,,,,,,,
,,30934,0.025,,,,,,,,1776376098.924403,36528128.0,,8040.79275525,,,,,,,,,,,,,
,,30946,,,,,,,,,1776376100.8064198,36535380.0,,8040.792878292,,,,,,,,1.0,,,,,
,,30966,,,,,,,,,1776376105.9516978,36556800.0,,8045.795892417,,,,,20.0,,,,,,,,
,,30978,,,,,,,,,1776376106.844855,36560370.0,,8050.798368709,,,,,,,,,,,,,0.8254826
,,31052,,,,,,,,,1776376130.7043478,36660330.0,,8070.805444959,,,,,,,,,,,,,0.6648054
,,31061,,66.5,,,,,,,1776376133.391124,36671488.0,,8075.807273709,,,,,,,,,,,,,
,,31068,,,,,,,,,1776376136.628181,36685320.0,,8080.809309,,,,,,,,1.0,,,,,
,,31077,,,,,0.026586777,,,,1776376136.6282392,36685320.0,,8080.809374625,,,,,,,,,,,,,
,,31091,,,,,,,,,1776376140.101088,36700160.0,,8080.8096595,,,4543.0,,,,,,,,,,
,,31095,,,,,,,,,1776376142.5444212,36710310.0,,8085.810768834,,,,,,,,,,,,0.31054688,
,,31121,,,,,,,,,1776376148.5513642,36735300.0,,8090.813551334,12.738527,,,,,,,,,,,,
,,31174,,,,,,,,,1776376166.513356,36810270.0,,8110.819914459,,,,,,,,,,,,,0.74356663
,,31176,,,,,,0.0110794045,,,1776376166.513363,36810270.0,,8110.819925334,,,,,,,,,,,,,
,,31219,,,,,,,,,1776376178.802656,36860250.0,,8120.822181667,12.737841,,,,,,,,,,,,
,,31220,,,,0.49033278,,,,,1776376178.80266,36860250.0,,8120.822186125,,,,,,,,,,,,,
,,31232,,,,,,,4.0,,1776376181.719575,36872192.0,,8125.824682292,,,,,,,,,,,,,
-3.1164699,,31287,,,,,,,,,1776376196.678279,36935220.0,,8140.831966125,,,,,,,,,,,,,
,,31313,,,,,,,,,1776376202.998168,36960210.0,,8145.834453917,,,,,,,,,,,,0.29101562,
,,31314,,,,,,,,0.2,1776376202.998173,36960210.0,,8145.834458334,,,,,,,,,,,,,
,,31318,,,,,,,,,1776376202.998189,36960210.0,,8145.834481375,,,,,,,,,,,,,0.7515924
,,31338,,,,,,,,,1776376214.911157,37010190.0,,8155.839137667,,0.1308973,,,,,,,,,,,
,,31413,,,,,,,,,1776376232.817299,37085160.0,,8175.849949875,12.735006,,,,,,,,,,,,
,,31497,,,,,,,,,1776376257.52833,37187584.0,,8200.859737042,,,,,,,,,,15.5,,,
,,31498,,,,,,,,,1776376257.528335,37187584.0,,8200.859742959,,,,,,,30.0,,,,,,
,,31499,,70.0,,,,,,,1776376257.528341,37187584.0,,8200.85974725,,,,,,,,,,,,,
,,31506,,,,,,,,,1776376262.995171,37210110.0,,8205.862461417,,,,,,,,1.0,,,,,
,1.0,31551,,,,,,,,,1776376271.395655,37244928.0,,8215.866761417,,,,,,,,,,,,,
,,31600,,,-3.2953346,,,,,,1776376285.0750442,37302272.0,,8225.871450667,,,,,,,,,,,,,
-3.112702,,31603,,,,,,,,,1776376286.946229,37310070.0,,8230.872960917,,,,,,,,,,,,,
,,31681,,,,,,,,,1776376310.993338,37410030.0,,8250.883863542,12.730484,,,,,,,,,,,,
,,31690,,,,,,,,,1776376312.687155,37416960.0,,8255.887082959,,,,,,,,,4.451969,,,,
,,31718,,,,,,,4.0,,1776376319.482993,37445632.0,,8260.889224042,,,,,,,,,,,,,
,,31722,,,-3.4120998,,,,,,1776376319.483009,37445632.0,,8260.889244417,,,,,,,,,,,,,
,,31742,,,,,,,4.0,,1776376326.352059,37474304.0,,8270.8942405,,,,,,,,,,,,,
,1.0,31745,,,,,,,,,1776376326.3520708,37474304.0,,8270.894255417,,,,,,,,,,,,,
-2.912667,,31773,,,,,,,,,1776376335.002901,37509990.0,,8275.896628209,,,,,,,,,,,,,
,,31787,,,,,,,,,1776376340.217139,37531648.0,,8280.899432959,,,,,,,,,,15.0,,,
,,31798,,,,,,,,,1776376341.035316,37534980.0,,8280.899540542,,0.18375385,,,,,,,,,,,
,,31806,,,,,,0.011096876,,,1776376341.035348,37534980.0,,8280.899592459,,,,,,,,,,,,,
,,31836,,,,,,,,,1776376353.891139,37588992.0,,8295.908059917,,,,,,,,,4.245078,,,,
,,31866,,,,,,,,,1776376360.907576,37617664.0,,8300.910350042,,,,,20.5,,,,,,,,
,,31868,,,-2.6391091,,,,,,1776376360.907583,37617664.0,,8300.910361209,,,,,,,,,,,,,
,,31892,,,-3.4612255,,,,,,1776376367.744965,37646336.0,,8310.915609042,,,,,,,,,,,,,
,,31894,,,,,,,,,1776376371.008372,37659930.0,,8310.915750584,,,,,,,,1.0,,,,,
,,31897,,,,,,,,,1776376371.008403,37659930.0,,8310.91580225,,,,,,,,,,,,0.32617188,
,,31931,,,,,,,,,1776376382.0964632,37703680.0,,8325.922899042,,,,,,,,,,,4.720205,,
,,31942,,,,,,,,,1776376383.630694,37709910.0,,8325.922985084,,,,,,,,1.0,,,,,
,,31978,,,,,,,,,1776376395.78093,37759890.0,,8335.928537167,,,,,,,,1.0,,,,,
,,31987,,,,,,,,,1776376396.049678,37761024.0,0.165,8335.928606834,,,,,,,,,,,,,
,,32001,,,,,0.08809825,,,,1776376401.939239,37784880.0,,8345.932131167,,,,,,,,,,,,,
,,32011,,,,,,,,,1776376403.108255,37789696.0,0.195,8345.932330042,,,,,,,,,,,,,
,,32014,,,-2.718577,,,,,,1776376403.108267,37789696.0,,8345.932373459,,,,,,,,,,,,,
,,32028,0.025,,,,,,,,1776376410.13352,37818368.0,,8350.934734125,,,,,,,,,,,,,
,,32055,,,,,,,,,1776376417.077579,37847040.0,,8360.938041417,,,,,,,,,,10.5,,,
,,32063,,,,,,,,,1776376417.0777652,37847040.0,,8360.938086417,,,4530.0,,,,,,,,,,
,,32070,,,,0.5077315,,,,,1776376420.265204,37859850.0,,8360.938120834,,,,,,,,,,,,,
,,32098,,,,,,0.011099838,,,1776376426.459714,37884840.0,,8370.942614125,,,,,,,,,,,,,
,,32102,,,,,,,,,1776376431.339262,37904384.0,,8375.943134,,,,,,,,,3.8379982,,,,
,,32140,,,,,,,,0.2,1776376439.0503302,37934820.0,,8380.943808834,,,,,,,,,,,,,
,,32152,,,,,,,,,1776376445.851121,37961728.0,,8385.946567917,,,,,,,,,3.431946,,,,
,,32162,,,,,,,,,1776376451.611566,37984800.0,,8395.950170542,,,,,,,,1.0,,,,,
,,32196,,,,,,0.011099737,,,1776376458.129386,38009790.0,,8400.952816084,,,,,,,,,,,,,
,,32232,,,-3.897215,,,,,,1776376467.611233,38047744.0,,8410.955128084,,,,,,,,,,,,,
,,32286,,,,,,,,0.2,1776376483.049412,38109750.0,,8425.962109875,,,,,,,,,,,,,
,,32316,,,,,,0.011098712,,,1776376489.027798,38134740.0,,8430.964928,,,,,,,,,,,,,
,,32317,,,,,,,,,1776376489.027884,38134740.0,,8430.964933209,,,,,,0.49749312,,,,,,,
,,32331,,,,,,,,,1776376495.624844,38162432.0,,8435.967427542,,,4525.0,,,,,,,,,,
,,32364,,,,,,,,,1776376507.236462,38209710.0,,8450.972415292,,,,,,,,,,,,,0.81543475
,,32406,,,,,,,,,1776376519.269129,38259690.0,,8460.977556834,,0.33957207,,,,,,,,,,,
,,32408,,,,,,,,0.2,1776376519.269137,38259690.0,,8460.977574625,,,,,,,,,,,,,
,,32434,,,,0.5500269,,,,,1776376525.2399738,38284680.0,,8465.979124625,,,,,,,,,,,,,
,,32442,,,,,,,,,1776376530.2469141,38305792.0,,8470.980235584,,,,,,,,,3.235915,,,,
,,32508,,,,0.5587588,,,,,1776376549.258589,38384640.0,,8490.988095417,,,,,,,,,,,,,
,,32573,,,,,,,,,1776376564.923757,38449152.0,,8505.995079625,,,4522.0,,,,,,,,,,
,,32577,,,,,,,,,1776376567.4759521,38459610.0,,8510.997262959,,,,,,,,,,,,0.36328125,
,,32591,,71.0,,,,,,,1776376571.8732622,38477824.0,,8516.0000325,,,,,,,,,,,,,
,,32597,,,,,,,,,1776376571.873421,38477824.0,,8516.000066375,,,4522.0,,,,,,,,,,
,,32610,0.025,,,,,,,,1776376578.78829,38506496.0,,8521.002545375,,,,,,,,,,,,,
,,32612,,,,,,,,,1776376578.788322,38506496.0,,8521.002591542,,,,,,,,,3.311124,,,,
,,32651,,,,,,,,,1776376591.656391,38559570.0,,8536.011127792,,,,,,,,,,,,0.34375,
,,32735,,,,,,,,,1776376614.4204319,38649856.0,,8556.022326625,,,,,,,,,,14.0,,,
,,32768,,,,,,,,,1776376622.788948,38684520.0,,8566.026647959,,,,,,,,1.0,,,,,
,,32828,,,,,,0.011097465,,,1776376640.922095,38759490.0,,8581.033218834,,,,,,,,,,,,,
,,32908,,,,,,,4.0,,1776376663.2458398,38850560.0,,8606.044288334,,,,,,,,,,,,,
,,32912,,,-4.0894103,,,,,,1776376663.245857,38850560.0,,8606.044312167,,,,,,,,,,,,,
,,32986,,,-2.9753385,,,,,,1776376683.993047,38936576.0,,8626.054483459,,,,,,,,,,,,,
,,32997,,,,,0.06747471,,,,1776376689.791359,38959410.0,,8631.056595834,,,,,,,,,,,,,
,,33004,,,,,,,,,1776376691.1875231,38965248.0,,8631.056683584,,,,,,,35.0,,,,,,
,,33024,0.025,,,,,,,,1776376698.129332,38993920.0,,8641.061424917,,,,,,,,,,,,,
,,33052,,,,,,,,,1776376705.116437,39022592.0,,8646.0638455,,,,,,,30.5,,,,,,
,,33070,,,,,,0.011104255,,,1776376707.9824471,39034380.0,,8651.066081875,,,,,,,,,,,,,
,,33089,,,,,,,,,1776376714.0544178,39059370.0,,8656.069417709,12.721245,,,,,,,,,,,,
,,33093,,,,,0.05956374,,,,1776376714.054433,39059370.0,,8656.069457584,,,,,,,,,,,,,
,,33107,,,,,,,,,1776376719.03953,39079936.0,,8661.071392167,,,4514.0,,,,,,,,,,
